,Zeit,Vollständiger Name,Ereigniskontext,Komponente,Ereignisname,Herkunft
7202,18.10.2022 21:01,Student14,Test: Quiz 6,Test,Testversuch gestartet,web
7208,18.10.2022 20:30,Student14,Test: Quiz 6,Test,Testversuch eingereicht,web
7214,18.10.2022 20:26,Student32,Test: Quiz 6,Test,Testversuch eingereicht,web
7221,18.10.2022 20:23,Student22,Test: Quiz 6,Test,Testversuch gestartet,web
7226,18.10.2022 20:22,Student8,Test: Quiz 6,Test,Testversuch gestartet,web
7232,18.10.2022 20:22,Student27,Test: Quiz 6,Test,Testversuch gestartet,web
7238,18.10.2022 20:21,Student29,Test: Quiz 6,Test,Testversuch gestartet,web
7267,18.10.2022 20:07,Student32,Test: Quiz 6,Test,Testversuch gestartet,web
7269,18.10.2022 20:07,Student32,Test: Quiz 6,Test,Testversuch eingereicht,web
7283,18.10.2022 20:02,Student26,Test: Quiz 6,Test,Testversuch eingereicht,web
7300,18.10.2022 20:00,Student26,Test: Quiz 6,Test,Testversuch gestartet,web
7302,18.10.2022 20:00,Student26,Test: Quiz 6,Test,Testversuch eingereicht,web
7329,18.10.2022 19:52,Student26,Test: Quiz 6,Test,Testversuch gestartet,web
7331,18.10.2022 19:52,Student26,Test: Quiz 6,Test,Testversuch eingereicht,web
7339,18.10.2022 19:51,Student36,Test: Quiz 6,Test,Testversuch eingereicht,web
7344,18.10.2022 19:50,Student14,Test: Quiz 6,Test,Testversuch gestartet,web
7346,18.10.2022 19:50,Student14,Test: Quiz 6,Test,Testversuch eingereicht,web
7361,18.10.2022 19:46,Student26,Test: Quiz 6,Test,Testversuch gestartet,web
7363,18.10.2022 19:46,Student26,Test: Quiz 6,Test,Testversuch eingereicht,web
7375,18.10.2022 19:42,Student26,Test: Quiz 6,Test,Testversuch gestartet,web
7377,18.10.2022 19:41,Student26,Test: Quiz 6,Test,Testversuch eingereicht,web
7390,18.10.2022 19:36,Student13,Test: Quiz 6,Test,Testversuch gestartet,web
7392,18.10.2022 19:36,Student13,Test: Quiz 6,Test,Testversuch eingereicht,web
7396,18.10.2022 19:36,Student13,Test: Quiz 6,Test,Testversuch gestartet,web
7398,18.10.2022 19:36,Student13,Test: Quiz 6,Test,Testversuch eingereicht,web
7408,18.10.2022 19:35,Student14,Test: Quiz 6,Test,Testversuch gestartet,web
7411,18.10.2022 19:35,Student14,Test: Quiz 6,Test,Testversuch eingereicht,web
7426,18.10.2022 19:27,Student14,Test: Quiz 6,Test,Testversuch gestartet,web
7431,18.10.2022 19:27,Student26,Test: Quiz 6,Test,Testversuch gestartet,web
7444,18.10.2022 19:24,Student31,Test: Quiz 6,Test,Testversuch eingereicht,web
7490,18.10.2022 19:04,Student36,Test: Quiz 6,Test,Testversuch gestartet,web
7492,18.10.2022 19:03,Student36,Test: Quiz 6,Test,Testversuch eingereicht,web
7494,18.10.2022 19:02,Student23,Test: Quiz 6,Test,Testversuch eingereicht,web
7498,18.10.2022 19:02,Student21,Test: Quiz 6,Test,Testversuch eingereicht,web
7526,18.10.2022 18:51,Student36,Test: Quiz 6,Test,Testversuch gestartet,web
7528,18.10.2022 18:51,Student36,Test: Quiz 6,Test,Testversuch eingereicht,web
7537,18.10.2022 18:49,Student1,Test: Quiz 6,Test,Testversuch gestartet,web
7552,18.10.2022 18:45,Student16,Test: Quiz 6,Test,Testversuch gestartet,web
7561,18.10.2022 18:44,Student31,Test: Quiz 6,Test,Testversuch gestartet,web
7563,18.10.2022 18:44,Student25,Test: Quiz 6,Test,Testversuch gestartet,web
7565,18.10.2022 18:44,Student32,Test: Quiz 6,Test,Testversuch gestartet,web
7570,18.10.2022 18:44,Student35,Test: Quiz 6,Test,Testversuch gestartet,web
7579,18.10.2022 18:44,Student34,Test: Quiz 6,Test,Testversuch gestartet,web
7582,18.10.2022 18:43,Student36,Test: Quiz 6,Test,Testversuch gestartet,web
7584,18.10.2022 18:43,Student13,Test: Quiz 6,Test,Testversuch gestartet,web
7587,18.10.2022 18:43,Student21,Test: Quiz 6,Test,Testversuch gestartet,web
7590,18.10.2022 18:43,Student6,Test: Quiz 6,Test,Testversuch gestartet,web
7592,18.10.2022 18:43,Student23,Test: Quiz 6,Test,Testversuch gestartet,web
7760,18.10.2022 16:06,Student9,Test: Quiz 5,Test,Testversuch eingereicht,web
7771,18.10.2022 15:24,Student9,Test: Quiz 5,Test,Testversuch gestartet,web
7782,18.10.2022 13:59,Student11,Test: Quiz 5,Test,Testversuch eingereicht,web
7796,18.10.2022 13:39,Student19,Test: Quiz 5,Test,Testversuch gestartet,web
7802,18.10.2022 13:36,Student11,Test: Quiz 5,Test,Testversuch gestartet,web
7804,18.10.2022 13:36,Student11,Test: Quiz 5,Test,Testversuch eingereicht,web
7809,18.10.2022 13:32,Student11,Test: Quiz 5,Test,Testversuch gestartet,web
7834,18.10.2022 01:39,Student34,Test: Quiz 5,Test,Testversuch eingereicht,web
7846,18.10.2022 00:27,Student34,Test: Quiz 5,Test,Testversuch gestartet,web
7855,17.10.2022 23:31,Student11,Test: Quiz 5,Test,Testversuch eingereicht,web
7877,17.10.2022 22:05,Student11,Test: Quiz 5,Test,Testversuch gestartet,web
7882,17.10.2022 22:00,Student11,Test: Quiz 5,Test,Testversuch eingereicht,web
7899,17.10.2022 21:12,Student11,Test: Quiz 5,Test,Testversuch gestartet,web
7919,17.10.2022 17:02,Student34,Test: Quiz 5,Test,Testversuch eingereicht,web
7927,17.10.2022 14:01,Student34,Test: Quiz 5,Test,Testversuch gestartet,web
7932,17.10.2022 13:22,Student34,Test: Quiz 5,Test,Testversuch eingereicht,web
7940,17.10.2022 10:21,Student34,Test: Quiz 5,Test,Testversuch gestartet,web
7948,17.10.2022 00:39,Student13,Test: Quiz 5,Test,Testversuch eingereicht,web
7951,17.10.2022 00:39,Student13,Test: Quiz 5,Test,Testversuch gestartet,web
7953,17.10.2022 00:38,Student13,Test: Quiz 5,Test,Testversuch eingereicht,web
7956,17.10.2022 00:38,Student13,Test: Quiz 5,Test,Testversuch gestartet,web
7958,17.10.2022 00:38,Student13,Test: Quiz 5,Test,Testversuch eingereicht,web
7961,17.10.2022 00:37,Student13,Test: Quiz 5,Test,Testversuch gestartet,web
7963,17.10.2022 00:37,Student13,Test: Quiz 5,Test,Testversuch eingereicht,web
7978,17.10.2022 00:01,Student13,Test: Quiz 5,Test,Testversuch gestartet,web
7982,16.10.2022 20:01,Student1,Test: Quiz 5,Test,Testversuch eingereicht,web
7994,16.10.2022 19:47,Student1,Test: Quiz 5,Test,Testversuch gestartet,web
7996,16.10.2022 19:47,Student1,Test: Quiz 5,Test,Testversuch eingereicht,web
8005,16.10.2022 19:27,Student37,Test: Quiz 5,Test,Testversuch eingereicht,web
8009,16.10.2022 19:18,Student33,Test: Quiz 5,Test,Testversuch gestartet,web
8014,16.10.2022 19:06,Student1,Test: Quiz 5,Test,Testversuch gestartet,web
8031,16.10.2022 18:12,Student5,Test: Quiz 5,Test,Testversuch eingereicht,web
8044,16.10.2022 17:29,Student5,Test: Quiz 5,Test,Testversuch gestartet,web
8062,16.10.2022 16:27,Student37,Test: Quiz 5,Test,Testversuch gestartet,web
8069,16.10.2022 16:11,Student33,Test: Quiz 5,Test,Testversuch eingereicht,web
8081,16.10.2022 15:40,Student22,Test: Quiz 5,Test,Testversuch gestartet,web
8083,16.10.2022 15:39,Student22,Test: Quiz 5,Test,Testversuch eingereicht,web
8094,16.10.2022 15:22,Student36,Test: Quiz 5,Test,Testversuch eingereicht,web
8106,16.10.2022 15:03,Student36,Test: Quiz 5,Test,Testversuch gestartet,web
8108,16.10.2022 15:01,Student33,Test: Quiz 5,Test,Testversuch gestartet,web
8113,16.10.2022 14:09,Student36,Test: Quiz 5,Test,Testversuch eingereicht,web
8125,16.10.2022 12:39,Student22,Test: Quiz 5,Test,Testversuch gestartet,web
8130,16.10.2022 11:09,Student36,Test: Quiz 5,Test,Testversuch gestartet,web
8132,16.10.2022 11:09,Student36,Test: Quiz 5,Test,Testversuch eingereicht,web
8138,16.10.2022 10:26,Student36,Test: Quiz 5,Test,Testversuch gestartet,web
8147,15.10.2022 22:43,Student1,Test: Quiz 5,Test,Testversuch eingereicht,web
8157,15.10.2022 21:01,Student1,Test: Quiz 5,Test,Testversuch gestartet,web
8159,15.10.2022 21:01,Student1,Test: Quiz 5,Test,Testversuch eingereicht,web
8173,15.10.2022 19:05,Student1,Test: Quiz 5,Test,Testversuch gestartet,web
8181,15.10.2022 16:38,Student6,Test: Quiz 5,Test,Testversuch eingereicht,web
8190,15.10.2022 16:13,Student6,Test: Quiz 5,Test,Testversuch gestartet,web
8194,15.10.2022 16:04,Student6,Test: Quiz 5,Test,Testversuch eingereicht,web
8199,15.10.2022 15:58,Student6,Test: Quiz 5,Test,Testversuch gestartet,web
8201,15.10.2022 15:58,Student6,Test: Quiz 5,Test,Testversuch eingereicht,web
8214,15.10.2022 14:48,Student6,Test: Quiz 5,Test,Testversuch gestartet,web
8221,15.10.2022 14:39,Student8,Test: Quiz 5,Test,Testversuch eingereicht,web
8227,15.10.2022 14:37,Student8,Test: Quiz 5,Test,Testversuch gestartet,web
8231,15.10.2022 14:37,Student8,Test: Quiz 5,Test,Testversuch eingereicht,web
8245,15.10.2022 12:11,Student8,Test: Quiz 5,Test,Testversuch gestartet,web
8262,14.10.2022 17:23,Student16,Test: Quiz 5,Test,Testversuch eingereicht,web
8279,14.10.2022 16:18,Student16,Test: Quiz 5,Test,Testversuch gestartet,web
8281,14.10.2022 16:18,Student16,Test: Quiz 5,Test,Testversuch eingereicht,web
8289,14.10.2022 16:09,Student16,Test: Quiz 5,Test,Testversuch gestartet,web
8322,13.10.2022 19:42,Student21,Test: Quiz 5,Test,Testversuch eingereicht,web
8335,13.10.2022 18:13,Student21,Test: Quiz 5,Test,Testversuch gestartet,web
8339,13.10.2022 17:01,Student35,Test: Quiz 5,Test,Testversuch eingereicht,web
8347,13.10.2022 16:42,Student19,Test: Quiz 5,Test,Testversuch eingereicht,web
8356,13.10.2022 16:15,Student35,Test: Quiz 5,Test,Testversuch gestartet,web
8358,13.10.2022 16:15,Student35,Test: Quiz 5,Test,Testversuch eingereicht,web
8373,13.10.2022 16:00,Student19,Test: Quiz 5,Test,Testversuch gestartet,web
8380,13.10.2022 15:58,Student35,Test: Quiz 5,Test,Testversuch gestartet,web
8382,13.10.2022 15:58,Student35,Test: Quiz 5,Test,Testversuch eingereicht,web
8395,13.10.2022 15:27,Student35,Test: Quiz 5,Test,Testversuch gestartet,web
8398,13.10.2022 15:14,Student35,Test: Quiz 5,Test,Testversuch eingereicht,web
8406,13.10.2022 13:51,Student24,Test: Quiz 5,Test,Testversuch eingereicht,web
8415,13.10.2022 13:48,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8417,13.10.2022 13:48,Student24,Test: Quiz 5,Test,Testversuch eingereicht,web
8420,13.10.2022 13:47,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8424,13.10.2022 13:47,Student24,Test: Quiz 5,Test,Testversuch eingereicht,web
8436,13.10.2022 13:35,Student31,Test: Quiz 5,Test,Testversuch eingereicht,web
8440,13.10.2022 13:35,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8447,13.10.2022 13:15,Student25,Test: Quiz 5,Test,Testversuch eingereicht,web
8451,13.10.2022 13:14,Student30,Test: Quiz 5,Test,Testversuch eingereicht,web
8486,13.10.2022 12:31,Student25,Test: Quiz 5,Test,Testversuch gestartet,web
8493,13.10.2022 12:14,Student35,Test: Quiz 5,Test,Testversuch gestartet,web
8501,13.10.2022 12:04,Student31,Test: Quiz 5,Test,Testversuch gestartet,web
8515,13.10.2022 11:12,Student30,Test: Quiz 5,Test,Testversuch gestartet,web
8538,12.10.2022 22:09,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8551,12.10.2022 21:39,Student29,Test: Quiz 5,Test,Testversuch eingereicht,web
8562,12.10.2022 21:27,Student29,Test: Quiz 5,Test,Testversuch gestartet,web
8578,12.10.2022 20:56,Student27,Test: Quiz 5,Test,Testversuch gestartet,web
8593,11.10.2022 23:30,Student32,Test: Quiz 5,Test,Testversuch eingereicht,web
8604,11.10.2022 22:51,Student32,Test: Quiz 5,Test,Testversuch gestartet,web
8625,11.10.2022 20:45,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8627,11.10.2022 20:45,Student24,Test: Quiz 5,Test,Testversuch eingereicht,web
8639,11.10.2022 20:39,Student14,Test: Quiz 5,Test,Testversuch eingereicht,web
8650,11.10.2022 20:29,Student22,Test: Quiz 5,Test,Testversuch gestartet,web
8665,11.10.2022 20:14,Student26,Test: Quiz 5,Test,Testversuch eingereicht,web
8673,11.10.2022 20:12,Student27,Test: Quiz 5,Test,Testversuch gestartet,web
8678,11.10.2022 20:10,Student29,Test: Quiz 5,Test,Testversuch eingereicht,web
8687,11.10.2022 19:58,Student14,Test: Quiz 5,Test,Testversuch gestartet,web
8689,11.10.2022 19:58,Student14,Test: Quiz 5,Test,Testversuch eingereicht,web
8714,11.10.2022 19:42,Student24,Test: Quiz 5,Test,Testversuch gestartet,web
8718,11.10.2022 19:42,Student29,Test: Quiz 5,Test,Testversuch gestartet,web
8741,11.10.2022 19:34,Student14,Test: Quiz 5,Test,Testversuch gestartet,web
8762,11.10.2022 19:32,Student26,Test: Quiz 5,Test,Testversuch gestartet,web
8774,11.10.2022 19:28,Student23,Test: Quiz 5,Test,Testversuch eingereicht,web
8783,11.10.2022 19:18,Student36,Test: Quiz 5,Test,Testversuch eingereicht,web
8802,11.10.2022 19:09,Student33,Test: Quiz 5,Test,Testversuch gestartet,web
8829,11.10.2022 19:04,Student36,Test: Quiz 5,Test,Testversuch gestartet,web
8831,11.10.2022 19:04,Student36,Test: Quiz 5,Test,Testversuch eingereicht,web
8846,11.10.2022 19:01,Student31,Test: Quiz 5,Test,Testversuch gestartet,web
8850,11.10.2022 19:01,Student21,Test: Quiz 5,Test,Testversuch gestartet,web
8852,11.10.2022 19:01,Student36,Test: Quiz 5,Test,Testversuch gestartet,web
8856,11.10.2022 19:01,Student23,Test: Quiz 5,Test,Testversuch gestartet,web
8857,11.10.2022 19:01,Student25,Test: Quiz 5,Test,Testversuch gestartet,web
8859,11.10.2022 19:01,Student6,Test: Quiz 5,Test,Testversuch gestartet,web
8980,11.10.2022 16:52,Student34,Test: Quiz 4,Test,Testversuch eingereicht,web
8997,11.10.2022 16:01,Student18,Test: Quiz 4,Test,Testversuch eingereicht,web
9006,11.10.2022 15:52,Student34,Test: Quiz 4,Test,Testversuch gestartet,web
9011,11.10.2022 15:47,Student18,Test: Quiz 4,Test,Testversuch gestartet,web
9013,11.10.2022 15:46,Student18,Test: Quiz 4,Test,Testversuch eingereicht,web
9033,11.10.2022 15:15,Student11,Test: Quiz 4,Test,Testversuch eingereicht,web
9038,11.10.2022 15:12,Student18,Test: Quiz 4,Test,Testversuch gestartet,web
9049,11.10.2022 15:02,Student11,Test: Quiz 4,Test,Testversuch gestartet,web
9055,11.10.2022 14:54,Student11,Test: Quiz 4,Test,Testversuch eingereicht,web
9062,11.10.2022 14:41,Student11,Test: Quiz 4,Test,Testversuch gestartet,web
9078,11.10.2022 10:35,Student15,Test: Quiz 4,Test,Testversuch eingereicht,web
9088,11.10.2022 09:35,Student15,Test: Quiz 4,Test,Testversuch gestartet,web
9090,11.10.2022 09:15,Student15,Test: Quiz 4,Test,Testversuch eingereicht,web
9099,11.10.2022 08:15,Student15,Test: Quiz 4,Test,Testversuch gestartet,web
9124,10.10.2022 18:22,Student37,Test: Quiz 4,Test,Testversuch eingereicht,web
9132,10.10.2022 17:22,Student37,Test: Quiz 4,Test,Testversuch gestartet,web
9136,10.10.2022 16:01,Student21,Test: Quiz 4,Test,Testversuch eingereicht,web
9144,10.10.2022 15:46,Student21,Test: Quiz 4,Test,Testversuch gestartet,web
9146,10.10.2022 15:46,Student21,Test: Quiz 4,Test,Testversuch eingereicht,web
9153,10.10.2022 15:36,Student21,Test: Quiz 4,Test,Testversuch gestartet,web
9155,10.10.2022 15:36,Student21,Test: Quiz 4,Test,Testversuch eingereicht,web
9158,10.10.2022 15:33,Student21,Test: Quiz 4,Test,Testversuch gestartet,web
9160,10.10.2022 15:15,Student21,Test: Quiz 4,Test,Testversuch eingereicht,web
9167,10.10.2022 14:15,Student21,Test: Quiz 4,Test,Testversuch gestartet,web
9182,10.10.2022 13:52,Student30,Test: Quiz 4,Test,Testversuch eingereicht,web
9193,10.10.2022 13:15,Student30,Test: Quiz 4,Test,Testversuch gestartet,web
9195,10.10.2022 13:14,Student30,Test: Quiz 4,Test,Testversuch eingereicht,web
9199,10.10.2022 13:06,Student30,Test: Quiz 4,Test,Testversuch gestartet,web
9201,10.10.2022 13:06,Student30,Test: Quiz 4,Test,Testversuch eingereicht,web
9205,10.10.2022 12:08,Student30,Test: Quiz 4,Test,Testversuch gestartet,web
9227,9.10.2022 23:23,Student11,Test: Quiz 4,Test,Testversuch eingereicht,web
9240,9.10.2022 22:24,Student11,Test: Quiz 4,Test,Testversuch gestartet,web
9249,9.10.2022 16:22,Student22,Test: Quiz 4,Test,Testversuch eingereicht,web
9262,9.10.2022 15:52,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9274,9.10.2022 14:46,Student22,Test: Quiz 4,Test,Testversuch eingereicht,web
9293,9.10.2022 13:51,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9303,8.10.2022 20:30,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9307,8.10.2022 19:44,Student22,Test: Quiz 4,Test,Testversuch eingereicht,web
9313,8.10.2022 18:44,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9319,8.10.2022 17:15,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9328,8.10.2022 17:07,Student13,Test: Quiz 4,Test,Testversuch eingereicht,web
9342,8.10.2022 16:31,Student13,Test: Quiz 4,Test,Testversuch gestartet,web
9362,7.10.2022 22:17,Student6,Test: Quiz 4,Test,Testversuch eingereicht,web
9370,7.10.2022 21:52,Student1,Test: Quiz 4,Test,Testversuch eingereicht,web
9376,7.10.2022 21:50,Student6,Test: Quiz 4,Test,Testversuch gestartet,web
9390,7.10.2022 20:57,Student1,Test: Quiz 4,Test,Testversuch gestartet,web
9414,6.10.2022 20:38,Student32,Test: Quiz 4,Test,Testversuch eingereicht,web
9422,6.10.2022 20:28,Student32,Test: Quiz 4,Test,Testversuch gestartet,web
9424,6.10.2022 20:28,Student32,Test: Quiz 4,Test,Testversuch eingereicht,web
9427,6.10.2022 20:26,Student32,Test: Quiz 4,Test,Testversuch gestartet,web
9439,6.10.2022 15:29,Student32,Test: Quiz 4,Test,Testversuch eingereicht,web
9446,6.10.2022 15:16,Student32,Test: Quiz 4,Test,Testversuch gestartet,web
9464,5.10.2022 19:23,Student31,Test: Quiz 4,Test,Testversuch eingereicht,web
9478,5.10.2022 18:37,Student31,Test: Quiz 4,Test,Testversuch gestartet,web
9493,5.10.2022 14:28,Student33,Test: Quiz 4,Test,Testversuch eingereicht,web
9509,5.10.2022 13:56,Student33,Test: Quiz 4,Test,Testversuch gestartet,web
9522,5.10.2022 07:31,Student27,Test: Quiz 4,Test,Testversuch eingereicht,web
9532,5.10.2022 07:13,Student27,Test: Quiz 4,Test,Testversuch gestartet,web
9539,4.10.2022 23:18,Student16,Test: Quiz 4,Test,Testversuch eingereicht,web
9551,4.10.2022 23:00,Student16,Test: Quiz 4,Test,Testversuch gestartet,web
9553,4.10.2022 23:00,Student16,Test: Quiz 4,Test,Testversuch eingereicht,web
9558,4.10.2022 22:20,Student16,Test: Quiz 4,Test,Testversuch gestartet,web
9565,4.10.2022 21:24,Student15,Test: Quiz 4,Test,Testversuch eingereicht,web
9568,4.10.2022 21:21,Student19,Test: Quiz 4,Test,Testversuch eingereicht,web
9578,4.10.2022 21:08,Student8,Test: Quiz 4,Test,Testversuch eingereicht,web
9585,4.10.2022 20:56,Student11,Test: Quiz 4,Test,Testversuch eingereicht,web
9596,4.10.2022 20:47,Student22,Test: Quiz 4,Test,Testversuch eingereicht,web
9598,4.10.2022 20:46,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9600,4.10.2022 20:45,Student22,Test: Quiz 4,Test,Testversuch eingereicht,web
9602,4.10.2022 20:38,Student9,Test: Quiz 4,Test,Testversuch eingereicht,web
9611,4.10.2022 20:34,Student24,Test: Quiz 4,Test,Testversuch eingereicht,web
9626,4.10.2022 20:26,Student24,Test: Quiz 4,Test,Testversuch gestartet,web
9632,4.10.2022 20:26,Student24,Test: Quiz 4,Test,Testversuch eingereicht,web
9636,4.10.2022 20:25,Student11,Test: Quiz 4,Test,Testversuch gestartet,web
9641,4.10.2022 20:24,Student14,Test: Quiz 4,Test,Testversuch eingereicht,web
9643,4.10.2022 20:24,Student28,Test: Quiz 4,Test,Testversuch eingereicht,web
9650,4.10.2022 20:23,Student27,Test: Quiz 4,Test,Testversuch gestartet,web
9652,4.10.2022 20:23,Student15,Test: Quiz 4,Test,Testversuch gestartet,web
9656,4.10.2022 20:23,Student19,Test: Quiz 4,Test,Testversuch gestartet,web
9658,4.10.2022 20:23,Student8,Test: Quiz 4,Test,Testversuch gestartet,web
9660,4.10.2022 20:23,Student9,Test: Quiz 4,Test,Testversuch gestartet,web
9690,4.10.2022 20:10,Student14,Test: Quiz 4,Test,Testversuch gestartet,web
9694,4.10.2022 20:10,Student24,Test: Quiz 4,Test,Testversuch gestartet,web
9699,4.10.2022 20:09,Student14,Test: Quiz 4,Test,Testversuch eingereicht,web
9704,4.10.2022 20:09,Student24,Test: Quiz 4,Test,Testversuch eingereicht,web
9726,4.10.2022 19:49,Student29,Test: Quiz 4,Test,Testversuch eingereicht,web
9730,4.10.2022 19:48,Student34,Test: Quiz 4,Test,Testversuch eingereicht,web
9733,4.10.2022 19:47,Student26,Test: Quiz 4,Test,Testversuch eingereicht,web
9740,4.10.2022 19:45,Student22,Test: Quiz 4,Test,Testversuch gestartet,web
9749,4.10.2022 19:39,Student28,Test: Quiz 4,Test,Testversuch gestartet,web
9755,4.10.2022 19:35,Student24,Test: Quiz 4,Test,Testversuch gestartet,web
9790,4.10.2022 19:29,Student29,Test: Quiz 4,Test,Testversuch gestartet,web
9806,4.10.2022 19:28,Student14,Test: Quiz 4,Test,Testversuch gestartet,web
9821,4.10.2022 19:26,Student26,Test: Quiz 4,Test,Testversuch gestartet,web
9836,4.10.2022 19:18,Student16,Test: Quiz 4,Test,Testversuch eingereicht,web
9841,4.10.2022 19:17,Student36,Test: Quiz 4,Test,Testversuch eingereicht,web
9847,4.10.2022 19:17,Student35,Test: Quiz 4,Test,Testversuch eingereicht,web
9855,4.10.2022 19:14,Student1,Test: Quiz 4,Test,Testversuch eingereicht,web
9880,4.10.2022 19:07,Student32,Test: Quiz 4,Test,Testversuch eingereicht,web
9883,4.10.2022 19:06,Student25,Test: Quiz 4,Test,Testversuch eingereicht,web
9885,4.10.2022 19:06,Student5,Test: Quiz 4,Test,Testversuch eingereicht,web
9896,4.10.2022 19:04,Student23,Test: Quiz 4,Test,Testversuch eingereicht,web
9921,4.10.2022 18:57,Student5,Test: Quiz 4,Test,Testversuch gestartet,web
9923,4.10.2022 18:57,Student5,Test: Quiz 4,Test,Testversuch eingereicht,web
9953,4.10.2022 18:51,Student36,Test: Quiz 4,Test,Testversuch gestartet,web
9961,4.10.2022 18:49,Student33,Test: Quiz 4,Test,Testversuch gestartet,web
9969,4.10.2022 18:49,Student21,Test: Quiz 4,Test,Testversuch gestartet,web
9973,4.10.2022 18:48,Student1,Test: Quiz 4,Test,Testversuch gestartet,web
9978,4.10.2022 18:48,Student16,Test: Quiz 4,Test,Testversuch gestartet,web
9981,4.10.2022 18:48,Student35,Test: Quiz 4,Test,Testversuch gestartet,web
9984,4.10.2022 18:48,Student23,Test: Quiz 4,Test,Testversuch gestartet,web
9989,4.10.2022 18:48,Student32,Test: Quiz 4,Test,Testversuch gestartet,web
9991,4.10.2022 18:48,Student25,Test: Quiz 4,Test,Testversuch gestartet,web
9995,4.10.2022 18:48,Student13,Test: Quiz 4,Test,Testversuch gestartet,web
9999,4.10.2022 18:48,Student5,Test: Quiz 4,Test,Testversuch gestartet,web
10002,4.10.2022 18:48,Student34,Test: Quiz 4,Test,Testversuch gestartet,web
10212,3.10.2022 23:55,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10217,3.10.2022 23:52,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10219,3.10.2022 23:52,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10230,3.10.2022 23:44,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10232,3.10.2022 23:44,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10236,3.10.2022 23:39,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10238,3.10.2022 23:39,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10243,3.10.2022 23:35,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10245,3.10.2022 23:35,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10251,3.10.2022 23:20,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10259,3.10.2022 23:15,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10265,3.10.2022 23:07,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10267,3.10.2022 23:01,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10272,3.10.2022 22:46,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10277,3.10.2022 22:43,Student32,Test: Quiz 3,Test,Testversuch eingereicht,web
10282,3.10.2022 22:31,Student32,Test: Quiz 3,Test,Testversuch gestartet,web
10287,3.10.2022 20:39,Student15,Test: Quiz 3,Test,Testversuch eingereicht,web
10291,3.10.2022 20:28,Student13,Test: Quiz 3,Test,Testversuch eingereicht,web
10298,3.10.2022 20:15,Student13,Test: Quiz 3,Test,Testversuch gestartet,web
10300,3.10.2022 20:15,Student13,Test: Quiz 3,Test,Testversuch eingereicht,web
10304,3.10.2022 20:09,Student15,Test: Quiz 3,Test,Testversuch gestartet,web
10308,3.10.2022 20:05,Student13,Test: Quiz 3,Test,Testversuch gestartet,web
10345,1.10.2022 21:57,Student1,Test: Quiz 3,Test,Testversuch eingereicht,web
10350,1.10.2022 21:51,Student1,Test: Quiz 3,Test,Testversuch gestartet,web
10352,1.10.2022 21:51,Student1,Test: Quiz 3,Test,Testversuch eingereicht,web
10361,1.10.2022 21:44,Student1,Test: Quiz 3,Test,Testversuch gestartet,web
10363,1.10.2022 21:44,Student1,Test: Quiz 3,Test,Testversuch eingereicht,web
10369,1.10.2022 21:36,Student1,Test: Quiz 3,Test,Testversuch gestartet,web
10371,1.10.2022 21:36,Student1,Test: Quiz 3,Test,Testversuch eingereicht,web
10380,1.10.2022 21:15,Student1,Test: Quiz 3,Test,Testversuch gestartet,web
10407,1.10.2022 15:15,Student30,Test: Quiz 3,Test,Testversuch eingereicht,web
10412,1.10.2022 14:37,Student30,Test: Quiz 3,Test,Testversuch gestartet,web
10439,29.09.2022 13:16,Student26,Test: Quiz 3,Test,Testversuch eingereicht,web
10444,29.09.2022 13:13,Student26,Test: Quiz 3,Test,Testversuch gestartet,web
10448,29.09.2022 13:12,Student26,Test: Quiz 3,Test,Testversuch eingereicht,web
10450,29.09.2022 13:08,Student26,Test: Quiz 3,Test,Testversuch gestartet,web
10455,29.09.2022 13:08,Student26,Test: Quiz 3,Test,Testversuch eingereicht,web
10464,29.09.2022 12:50,Student26,Test: Quiz 3,Test,Testversuch gestartet,web
10466,29.09.2022 12:50,Student26,Test: Quiz 3,Test,Testversuch eingereicht,web
10471,29.09.2022 12:44,Student26,Test: Quiz 3,Test,Testversuch gestartet,web
